Module Name: 1 Module Base 00400000
SectionNumber: 00000001   SectionVirtualAddress: 00401000
SectionNumber: 00000002   SectionVirtualAddress: 00498000
SectionNumber: 00000003   SectionVirtualAddress: 0049f000
SectionNumber: 00000004   SectionVirtualAddress: 004a2000
SectionNumber: 00000005   SectionVirtualAddress: 004a3000
seg:offset: 0001:0009295B  Address: 0049395b  symbol£ºloc_49395B
seg:offset: 0001:0009298D  Address: 0049398d  symbol£ºloc_49398D
seg:offset: 0001:000929B5  Address: 004939b5  symbol£ºloc_4939B5
seg:offset: 0001:000929D0  Address: 004939d0  symbol£ºloc_4939D0
seg:offset: 0001:000929D4  Address: 004939d4  symbol£ºloc_4939D4
seg:offset: 0001:00092A05  Address: 00493a05  symbol£ºloc_493A05
seg:offset: 0001:00092A0B  Address: 00493a0b  symbol£ºloc_493A0B
seg:offset: 0001:00092A11  Address: 00493a11  symbol£ºloc_493A11
seg:offset: 0001:00092A36  Address: 00493a36  symbol£ºloc_493A36
seg:offset: 0001:00092A42  Address: 00493a42  symbol£ºloc_493A42
seg:offset: 0001:00092A50  Address: 00493a50  symbol£ºloc_493A50
seg:offset: 0001:00092A75  Address: 00493a75  symbol£ºloc_493A75
seg:offset: 0001:00092AA1  Address: 00493aa1  symbol£ºloc_493AA1
seg:offset: 0001:00092AC8  Address: 00493ac8  symbol£ºloc_493AC8
seg:offset: 0001:00092AE3  Address: 00493ae3  symbol£ºloc_493AE3
seg:offset: 0001:00092AF0  Address: 00493af0  symbol£ºloc_493AF0
seg:offset: 0001:00092B1B  Address: 00493b1b  symbol£ºloc_493B1B
seg:offset: 0001:00092B21  Address: 00493b21  symbol£ºloc_493B21
seg:offset: 0001:00092B44  Address: 00493b44  symbol£ºloc_493B44
seg:offset: 0001:00092B4A  Address: 00493b4a  symbol£ºloc_493B4A
seg:offset: 0001:00092B7E  Address: 00493b7e  symbol£ºloc_493B7E
seg:offset: 0001:00092B9B  Address: 00493b9b  symbol£ºloc_493B9B
seg:offset: 0001:00092BB7  Address: 00493bb7  symbol£ºloc_493BB7
seg:offset: 0001:00092BD4  Address: 00493bd4  symbol£ºloc_493BD4
seg:offset: 0001:00092BDC  Address: 00493bdc  symbol£ºloc_493BDC
seg:offset: 0001:00092BE2  Address: 00493be2  symbol£ºloc_493BE2
seg:offset: 0001:00092C09  Address: 00493c09  symbol£ºloc_493C09
seg:offset: 0001:00092C0A  Address: 00493c0a  symbol£ºloc_493C0A
seg:offset: 0001:00092C1A  Address: 00493c1a  symbol£ºcommon_tcsncpy_s<char>(char * const,uint,char const * const,uint)
seg:offset: 0001:00092C34  Address: 00493c34  symbol£ºloc_493C34
seg:offset: 0001:00092C38  Address: 00493c38  symbol£ºloc_493C38
seg:offset: 0001:00092C3C  Address: 00493c3c  symbol£ºloc_493C3C
seg:offset: 0001:00092C4B  Address: 00493c4b  symbol£ºloc_493C4B
seg:offset: 0001:00092C55  Address: 00493c55  symbol£ºloc_493C55
seg:offset: 0001:00092C5C  Address: 00493c5c  symbol£ºloc_493C5C
seg:offset: 0001:00092C66  Address: 00493c66  symbol£ºloc_493C66
seg:offset: 0001:00092C6B  Address: 00493c6b  symbol£ºloc_493C6B
seg:offset: 0001:00092C78  Address: 00493c78  symbol£ºloc_493C78
seg:offset: 0001:00092C89  Address: 00493c89  symbol£ºloc_493C89
seg:offset: 0001:00092C9D  Address: 00493c9d  symbol£ºloc_493C9D
seg:offset: 0001:00092CA7  Address: 00493ca7  symbol£ºloc_493CA7
seg:offset: 0001:00092CBF  Address: 00493cbf  symbol£ºloc_493CBF
seg:offset: 0001:00092CCB  Address: 00493ccb  symbol£º_strncpy_s
seg:offset: 0001:00092CE0  Address: 00493ce0  symbol£º_strpbrk
seg:offset: 0001:00092CF4  Address: 00493cf4  symbol£ºlistnext
seg:offset: 0001:00092D03  Address: 00493d03  symbol£ºlistdone
seg:offset: 0001:00092D08  Address: 00493d08  symbol£ºdstnext
seg:offset: 0001:00092D1A  Address: 00493d1a  symbol£ºdstdone
seg:offset: 0001:00092D20  Address: 00493d20  symbol£º__mbsdec
seg:offset: 0001:00092D37  Address: 00493d37  symbol£º__mbsdec_l
seg:offset: 0001:00092D59  Address: 00493d59  symbol£ºloc_493D59
seg:offset: 0001:00092D73  Address: 00493d73  symbol£ºloc_493D73
seg:offset: 0001:00092D78  Address: 00493d78  symbol£ºloc_493D78
seg:offset: 0001:00092D7C  Address: 00493d7c  symbol£ºloc_493D7C
seg:offset: 0001:00092D93  Address: 00493d93  symbol£ºloc_493D93
seg:offset: 0001:00092DA3  Address: 00493da3  symbol£ºloc_493DA3
seg:offset: 0001:00092DAC  Address: 00493dac  symbol£ºloc_493DAC
seg:offset: 0001:00092DBD  Address: 00493dbd  symbol£ºloc_493DBD
seg:offset: 0001:00092DBF  Address: 00493dbf  symbol£ºloc_493DBF
seg:offset: 0001:00092DC0  Address: 00493dc0  symbol£ºloc_493DC0
seg:offset: 0001:00092DC4  Address: 00493dc4  symbol£ºinitialize_multibyte(void)
seg:offset: 0001:00092DD3  Address: 00493dd3  symbol£º__strnicoll
seg:offset: 0001:00092DE7  Address: 00493de7  symbol£ºloc_493DE7
seg:offset: 0001:00092DFC  Address: 00493dfc  symbol£º__strnicoll_l
seg:offset: 0001:00092E20  Address: 00493e20  symbol£ºloc_493E20
seg:offset: 0001:00092E2E  Address: 00493e2e  symbol£ºloc_493E2E
seg:offset: 0001:00092E45  Address: 00493e45  symbol£ºloc_493E45
seg:offset: 0001:00092E60  Address: 00493e60  symbol£ºloc_493E60
seg:offset: 0001:00092E80  Address: 00493e80  symbol£ºloc_493E80
seg:offset: 0001:00092EAA  Address: 00493eaa  symbol£ºloc_493EAA
seg:offset: 0001:00092EAD  Address: 00493ead  symbol£ºloc_493EAD
seg:offset: 0001:00092EBD  Address: 00493ebd  symbol£ºloc_493EBD
seg:offset: 0001:00092EC6  Address: 00493ec6  symbol£º__msize
seg:offset: 0001:00092EE6  Address: 00493ee6  symbol£ºloc_493EE6
seg:offset: 0001:00092EF9  Address: 00493ef9  symbol£º__realloc_base
seg:offset: 0001:00092F11  Address: 00493f11  symbol£ºloc_493F11
seg:offset: 0001:00092F22  Address: 00493f22  symbol£ºloc_493F22
seg:offset: 0001:00092F27  Address: 00493f27  symbol£ºloc_493F27
seg:offset: 0001:00092F32  Address: 00493f32  symbol£ºloc_493F32
seg:offset: 0001:00092F34  Address: 00493f34  symbol£ºloc_493F34
seg:offset: 0001:00092F35  Address: 00493f35  symbol£ºloc_493F35
seg:offset: 0001:00092F38  Address: 00493f38  symbol£ºloc_493F38
seg:offset: 0001:00092F4C  Address: 00493f4c  symbol£ºloc_493F4C
seg:offset: 0001:00092F62  Address: 00493f62  symbol£º___set_fpsr_sse2
seg:offset: 0001:00092F91  Address: 00493f91  symbol£ºloc_493F91
seg:offset: 0001:00092FA9  Address: 00493fa9  symbol£ºloc_493FA9
seg:offset: 0001:00092FAD  Address: 00493fad  symbol£ºloc_493FAD
seg:offset: 0001:00092FBF  Address: 00493fbf  symbol£ºloc_493FBF
seg:offset: 0001:00092FC8  Address: 00493fc8  symbol£ºloc_493FC8
seg:offset: 0001:00092FD2  Address: 00493fd2  symbol£ºloc_493FD2
seg:offset: 0001:00092FD8  Address: 00493fd8  symbol£º__clrfp
seg:offset: 0001:00092FEB  Address: 00493feb  symbol£º__ctrlfp
seg:offset: 0001:00093017  Address: 00494017  symbol£º__set_statfp
seg:offset: 0001:00093031  Address: 00494031  symbol£ºloc_494031
seg:offset: 0001:00093046  Address: 00494046  symbol£ºloc_494046
seg:offset: 0001:00093055  Address: 00494055  symbol£ºloc_494055
seg:offset: 0001:00093063  Address: 00494063  symbol£ºloc_494063
seg:offset: 0001:0009306E  Address: 0049406e  symbol£ºloc_49406E
seg:offset: 0001:00093072  Address: 00494072  symbol£º__statfp
seg:offset: 0001:00093084  Address: 00494084  symbol£º??$?RV<lambda_123407a5e2ac06da108355a851863b7a>@@AAV<lambda_2fe9b910cf3cbf4a0ab98a02ba45b3ec>@@V<lambda_ae55bdf541ad94d75914d381c370e64d>@@@?$__crt_seh_guarded_call@H@@QAEH$$QAV<lambda_123407a5e2ac06da108355a851863b7a>@@AAV<lambda_2fe9b910cf3cbf4a0ab98a02ba45b3ec>@@$$QAV<lambda_ae55bdf541ad94d75914d381c370e64d>@@@Z
seg:offset: 0001:000930D0  Address: 004940d0  symbol£ºloc_4940D0
seg:offset: 0001:000930DE  Address: 004940de  symbol£ºloc_4940DE
seg:offset: 0001:000930ED  Address: 004940ed  symbol£ºloc_4940ED
seg:offset: 0001:000930F7  Address: 004940f7  symbol£ºloc_4940F7
seg:offset: 0001:000930FA  Address: 004940fa  symbol£ºloc_4940FA
seg:offset: 0001:00093106  Address: 00494106  symbol£ºsub_494106
seg:offset: 0001:0009312E  Address: 0049412e  symbol£ºsub_49412E
seg:offset: 0001:00093152  Address: 00494152  symbol£ºloc_494152
seg:offset: 0001:0009318D  Address: 0049418d  symbol£ºloc_49418D
seg:offset: 0001:000931A5  Address: 004941a5  symbol£ºloc_4941A5
seg:offset: 0001:000931A8  Address: 004941a8  symbol£ºloc_4941A8
seg:offset: 0001:000931AD  Address: 004941ad  symbol£º__close_nolock
seg:offset: 0001:000931C3  Address: 004941c3  symbol£ºloc_4941C3
seg:offset: 0001:000931C7  Address: 004941c7  symbol£ºloc_4941C7
seg:offset: 0001:000931DA  Address: 004941da  symbol£ºloc_4941DA
seg:offset: 0001:000931E5  Address: 004941e5  symbol£ºloc_4941E5
seg:offset: 0001:000931FB  Address: 004941fb  symbol£ºloc_4941FB
seg:offset: 0001:00093215  Address: 00494215  symbol£ºloc_494215
seg:offset: 0001:00093243  Address: 00494243  symbol£ºloc_494243
seg:offset: 0001:00093245  Address: 00494245  symbol£ºloc_494245
seg:offset: 0001:00093249  Address: 00494249  symbol£º__acrt_stdio_free_stream(__crt_stdio_stream)
seg:offset: 0001:00093284  Address: 00494284  symbol£ºcommon_lseek<__int64>(int,__int64,int)
seg:offset: 0001:000932B0  Address: 004942b0  symbol£ºloc_4942B0
seg:offset: 0001:00093327  Address: 00494327  symbol£ºloc_494327
seg:offset: 0001:00093343  Address: 00494343  symbol£ºloc_494343
seg:offset: 0001:0009334F  Address: 0049434f  symbol£ºloc_49434F
seg:offset: 0001:00093353  Address: 00494353  symbol£ºloc_494353
seg:offset: 0001:0009335C  Address: 0049435c  symbol£ºloc_49435C
seg:offset: 0001:00093364  Address: 00494364  symbol£ºloc_494364
seg:offset: 0001:0009337C  Address: 0049437c  symbol£ºloc_49437C
seg:offset: 0001:00093381  Address: 00494381  symbol£ºloc_494381
seg:offset: 0001:00093389  Address: 00494389  symbol£ºcommon_lseek_nolock<__int64>(int,__int64,int)
seg:offset: 0001:000933AE  Address: 004943ae  symbol£ºloc_4943AE
seg:offset: 0001:000933B4  Address: 004943b4  symbol£ºloc_4943B4
seg:offset: 0001:000933DB  Address: 004943db  symbol£ºloc_4943DB
seg:offset: 0001:00093401  Address: 00494401  symbol£ºloc_494401
seg:offset: 0001:00093407  Address: 00494407  symbol£º__lseeki64
seg:offset: 0001:00093422  Address: 00494422  symbol£º__lseeki64_nolock
seg:offset: 0001:0009343D  Address: 0049443d  symbol£º__putwch_nolock
seg:offset: 0001:00093457  Address: 00494457  symbol£ºloc_494457
seg:offset: 0001:0009345C  Address: 0049445c  symbol£ºloc_49445C
seg:offset: 0001:00093463  Address: 00494463  symbol£ºloc_494463
seg:offset: 0001:0009347E  Address: 0049447e  symbol£ºloc_49447E
seg:offset: 0001:00093482  Address: 00494482  symbol£º___strncnt
seg:offset: 0001:00093490  Address: 00494490  symbol£ºloc_494490
seg:offset: 0001:0009349C  Address: 0049449c  symbol£ºloc_49449C
seg:offset: 0001:0009349E  Address: 0049449e  symbol£º_fegetenv
seg:offset: 0001:000934BB  Address: 004944bb  symbol£º_fesetenv
seg:offset: 0001:000934FC  Address: 004944fc  symbol£ºloc_4944FC
seg:offset: 0001:000934FF  Address: 004944ff  symbol£ºloc_4944FF
seg:offset: 0001:00093504  Address: 00494504  symbol£º_feholdexcept
seg:offset: 0001:00093521  Address: 00494521  symbol£ºloc_494521
seg:offset: 0001:00093526  Address: 00494526  symbol£ºloc_494526
seg:offset: 0001:0009354F  Address: 0049454f  symbol£ºloc_49454F
seg:offset: 0001:00093560  Address: 00494560  symbol£º_log10
seg:offset: 0001:00093594  Address: 00494594  symbol£ºjnedef
seg:offset: 0001:000935A0  Address: 004945a0  symbol£º__CIlog10
seg:offset: 0001:000935D0  Address: 004945d0  symbol£ºloc_4945D0
seg:offset: 0001:000935DB  Address: 004945db  symbol£º__CIlog10_default
seg:offset: 0001:000935EF  Address: 004945ef  symbol£º__log10_default
seg:offset: 0001:000935F8  Address: 004945f8  symbol£ºstart_0
seg:offset: 0001:00093611  Address: 00494611  symbol£ºCW_is_set_to_default
seg:offset: 0001:0009361F  Address: 0049461f  symbol£ºnormal
seg:offset: 0001:00093625  Address: 00494625  symbol£ºexit_0
seg:offset: 0001:00093642  Address: 00494642  symbol£ºx_is_denormal
seg:offset: 0001:0009364B  Address: 0049464b  symbol£ºinf_or_nan
seg:offset: 0001:00093660  Address: 00494660  symbol£ºnegative_x
seg:offset: 0001:0009366F  Address: 0049466f  symbol£ºnot_infinity
seg:offset: 0001:00093676  Address: 00494676  symbol£ºtest_if_x_zero
seg:offset: 0001:00093691  Address: 00494691  symbol£º_ErrorHandling
seg:offset: 0001:000936B0  Address: 004946b0  symbol£º_ceil
seg:offset: 0001:000936E4  Address: 004946e4  symbol£ºjnedef_0
seg:offset: 0001:000936F0  Address: 004946f0  symbol£º__ceil_pentium4
seg:offset: 0001:00093743  Address: 00494743  symbol£ºreturn_x
seg:offset: 0001:0009376D  Address: 0049476d  symbol£ºnot_nan
seg:offset: 0001:00093772  Address: 00494772  symbol£ºpositive_0
seg:offset: 0001:000937AA  Address: 004947aa  symbol£ºret_zero
seg:offset: 0001:000937B1  Address: 004947b1  symbol£ºret_one
seg:offset: 0001:000937CD  Address: 004947cd  symbol£ºtranslate_text_mode_nolock<char>(int,char * const,uint)
seg:offset: 0001:0009380E  Address: 0049480e  symbol£ºloc_49480E
seg:offset: 0001:00093813  Address: 00494813  symbol£ºloc_494813
seg:offset: 0001:00093828  Address: 00494828  symbol£ºloc_494828
seg:offset: 0001:00093842  Address: 00494842  symbol£ºloc_494842
seg:offset: 0001:0009385D  Address: 0049485d  symbol£ºloc_49485D
seg:offset: 0001:00093868  Address: 00494868  symbol£ºloc_494868
seg:offset: 0001:000938A9  Address: 004948a9  symbol£ºloc_4948A9
seg:offset: 0001:000938B9  Address: 004948b9  symbol£ºloc_4948B9
seg:offset: 0001:000938CC  Address: 004948cc  symbol£ºloc_4948CC
seg:offset: 0001:000938E3  Address: 004948e3  symbol£ºloc_4948E3
seg:offset: 0001:000938E7  Address: 004948e7  symbol£ºloc_4948E7
seg:offset: 0001:000938EA  Address: 004948ea  symbol£ºloc_4948EA
seg:offset: 0001:000938ED  Address: 004948ed  symbol£ºloc_4948ED
seg:offset: 0001:000938F0  Address: 004948f0  symbol£ºloc_4948F0
seg:offset: 0001:000938FA  Address: 004948fa  symbol£ºloc_4948FA
seg:offset: 0001:00093914  Address: 00494914  symbol£ºloc_494914
seg:offset: 0001:00093919  Address: 00494919  symbol£ºloc_494919
seg:offset: 0001:00093924  Address: 00494924  symbol£ºtranslate_text_mode_nolock<wchar_t>(int,wchar_t * const,uint)
seg:offset: 0001:00093968  Address: 00494968  symbol£ºloc_494968
seg:offset: 0001:0009396D  Address: 0049496d  symbol£ºloc_49496D
seg:offset: 0001:00093982  Address: 00494982  symbol£ºloc_494982
seg:offset: 0001:000939B4  Address: 004949b4  symbol£ºloc_4949B4
seg:offset: 0001:000939D8  Address: 004949d8  symbol£ºloc_4949D8
seg:offset: 0001:000939EC  Address: 004949ec  symbol£ºloc_4949EC
seg:offset: 0001:00093A3E  Address: 00494a3e  symbol£ºloc_494A3E
seg:offset: 0001:00093A6A  Address: 00494a6a  symbol£ºloc_494A6A
seg:offset: 0001:00093A82  Address: 00494a82  symbol£ºloc_494A82
seg:offset: 0001:00093A9C  Address: 00494a9c  symbol£ºloc_494A9C
seg:offset: 0001:00093AA5  Address: 00494aa5  symbol£ºloc_494AA5
seg:offset: 0001:00093AA8  Address: 00494aa8  symbol£ºloc_494AA8
seg:offset: 0001:00093AAB  Address: 00494aab  symbol£ºloc_494AAB
seg:offset: 0001:00093AB6  Address: 00494ab6  symbol£ºloc_494AB6
seg:offset: 0001:00093ACD  Address: 00494acd  symbol£ºloc_494ACD
seg:offset: 0001:00093AD6  Address: 00494ad6  symbol£ºloc_494AD6
seg:offset: 0001:00093AE4  Address: 00494ae4  symbol£ºtranslate_ansi_or_utf8_nolock(int,char * const,uint,wchar_t * const,uint)
seg:offset: 0001:00093B33  Address: 00494b33  symbol£ºloc_494B33
seg:offset: 0001:00093B45  Address: 00494b45  symbol£ºloc_494B45
seg:offset: 0001:00093B4D  Address: 00494b4d  symbol£ºloc_494B4D
seg:offset: 0001:00093B5B  Address: 00494b5b  symbol£ºloc_494B5B
seg:offset: 0001:00093B64  Address: 00494b64  symbol£ºloc_494B64
seg:offset: 0001:00093B84  Address: 00494b84  symbol£ºloc_494B84
seg:offset: 0001:00093B8D  Address: 00494b8d  symbol£ºloc_494B8D
seg:offset: 0001:00093BB2  Address: 00494bb2  symbol£ºloc_494BB2
seg:offset: 0001:00093BC8  Address: 00494bc8  symbol£ºloc_494BC8
seg:offset: 0001:00093BCC  Address: 00494bcc  symbol£ºloc_494BCC
seg:offset: 0001:00093BE0  Address: 00494be0  symbol£ºloc_494BE0
seg:offset: 0001:00093C0A  Address: 00494c0a  symbol£ºloc_494C0A
seg:offset: 0001:00093C0F  Address: 00494c0f  symbol£ºloc_494C0F
seg:offset: 0001:00093C2D  Address: 00494c2d  symbol£ºloc_494C2D
seg:offset: 0001:00093C2E  Address: 00494c2e  symbol£ºloc_494C2E
seg:offset: 0001:00093C2F  Address: 00494c2f  symbol£ºloc_494C2F
seg:offset: 0001:00093C34  Address: 00494c34  symbol£ºtranslate_utf16_from_console_nolock(int,wchar_t * const,uint)
seg:offset: 0001:00093C50  Address: 00494c50  symbol£ºloc_494C50
seg:offset: 0001:00093C7D  Address: 00494c7d  symbol£ºloc_494C7D
seg:offset: 0001:00093C89  Address: 00494c89  symbol£ºloc_494C89
seg:offset: 0001:00093C8F  Address: 00494c8f  symbol£ºloc_494C8F
seg:offset: 0001:00093CA9  Address: 00494ca9  symbol£ºloc_494CA9
seg:offset: 0001:00093CAA  Address: 00494caa  symbol£ºloc_494CAA
seg:offset: 0001:00093CB5  Address: 00494cb5  symbol£º__read
seg:offset: 0001:00093CE1  Address: 00494ce1  symbol£ºloc_494CE1
seg:offset: 0001:00093D3E  Address: 00494d3e  symbol£ºloc_494D3E
seg:offset: 0001:00093D75  Address: 00494d75  symbol£ºloc_494D75
seg:offset: 0001:00093D89  Address: 00494d89  symbol£ºloc_494D89
seg:offset: 0001:00093D95  Address: 00494d95  symbol£ºloc_494D95
seg:offset: 0001:00093D99  Address: 00494d99  symbol£ºloc_494D99
seg:offset: 0001:00093D9F  Address: 00494d9f  symbol£ºloc_494D9F
seg:offset: 0001:00093DA7  Address: 00494da7  symbol£ºloc_494DA7
seg:offset: 0001:00093DBA  Address: 00494dba  symbol£ºloc_494DBA
seg:offset: 0001:00093DBF  Address: 00494dbf  symbol£ºloc_494DBF
seg:offset: 0001:00093DC2  Address: 00494dc2  symbol£ºloc_494DC2
seg:offset: 0001:00093DC8  Address: 00494dc8  symbol£º__read_nolock
seg:offset: 0001:00093DF2  Address: 00494df2  symbol£ºloc_494DF2
seg:offset: 0001:00093E42  Address: 00494e42  symbol£ºloc_494E42
seg:offset: 0001:00093E5A  Address: 00494e5a  symbol£ºloc_494E5A
seg:offset: 0001:00093E98  Address: 00494e98  symbol£ºloc_494E98
seg:offset: 0001:00093EA6  Address: 00494ea6  symbol£ºloc_494EA6
seg:offset: 0001:00093EB1  Address: 00494eb1  symbol£ºloc_494EB1
seg:offset: 0001:00093ECD  Address: 00494ecd  symbol£ºloc_494ECD
seg:offset: 0001:00093EDE  Address: 00494ede  symbol£ºloc_494EDE
seg:offset: 0001:00093F19  Address: 00494f19  symbol£ºloc_494F19
seg:offset: 0001:00093F42  Address: 00494f42  symbol£ºloc_494F42
seg:offset: 0001:00094030  Address: 00495030  symbol£ºloc_495030
seg:offset: 0001:00094088  Address: 00495088  symbol£ºloc_495088
seg:offset: 0001:0009408F  Address: 0049508f  symbol£ºloc_49508F
seg:offset: 0001:00094092  Address: 00495092  symbol£ºloc_495092
seg:offset: 0001:000940A1  Address: 004950a1  symbol£ºloc_4950A1
seg:offset: 0001:000940AC  Address: 004950ac  symbol£ºloc_4950AC
seg:offset: 0001:000940B0  Address: 004950b0  symbol£ºloc_4950B0
seg:offset: 0001:000940D5  Address: 004950d5  symbol£ºloc_4950D5
seg:offset: 0001:00094102  Address: 00495102  symbol£ºloc_495102
seg:offset: 0001:00094106  Address: 00495106  symbol£ºloc_495106
seg:offset: 0001:00094118  Address: 00495118  symbol£ºloc_495118
seg:offset: 0001:0009411D  Address: 0049511d  symbol£ºloc_49511D
seg:offset: 0001:00094124  Address: 00495124  symbol£ºloc_495124
seg:offset: 0001:00094148  Address: 00495148  symbol£ºloc_495148
seg:offset: 0001:00094158  Address: 00495158  symbol£ºloc_495158
seg:offset: 0001:0009415C  Address: 0049515c  symbol£ºloc_49515C
seg:offset: 0001:0009416F  Address: 0049516f  symbol£ºloc_49516F
seg:offset: 0001:00094174  Address: 00495174  symbol£ºloc_495174
seg:offset: 0001:00094177  Address: 00495177  symbol£ºloc_495177
seg:offset: 0001:0009417D  Address: 0049517d  symbol£º__strnicmp
seg:offset: 0001:00094191  Address: 00495191  symbol£ºloc_495191
seg:offset: 0001:000941A8  Address: 004951a8  symbol£ºloc_4951A8
seg:offset: 0001:000941CC  Address: 004951cc  symbol£ºloc_4951CC
seg:offset: 0001:000941D3  Address: 004951d3  symbol£ºloc_4951D3
seg:offset: 0001:000941E6  Address: 004951e6  symbol£ºloc_4951E6
seg:offset: 0001:000941E9  Address: 004951e9  symbol£º__strnicmp_l
seg:offset: 0001:00094223  Address: 00495223  symbol£ºloc_495223
seg:offset: 0001:00094235  Address: 00495235  symbol£ºloc_495235
seg:offset: 0001:00094250  Address: 00495250  symbol£ºloc_495250
seg:offset: 0001:00094252  Address: 00495252  symbol£ºloc_495252
seg:offset: 0001:00094281  Address: 00495281  symbol£ºloc_495281
seg:offset: 0001:00094283  Address: 00495283  symbol£ºloc_495283
seg:offset: 0001:00094293  Address: 00495293  symbol£ºloc_495293
seg:offset: 0001:0009429A  Address: 0049529a  symbol£ºloc_49529A
seg:offset: 0001:0009429C  Address: 0049529c  symbol£ºloc_49529C
seg:offset: 0001:000942A0  Address: 004952a0  symbol£ºInternalCompareStringA(__crt_locale_pointers *,wchar_t const *,ulong,char const *,int,char const *,int,int)
seg:offset: 0001:000942E2  Address: 004952e2  symbol£ºloc_4952E2
seg:offset: 0001:000942F6  Address: 004952f6  symbol£ºloc_4952F6
seg:offset: 0001:000942FB  Address: 004952fb  symbol£ºloc_4952FB
seg:offset: 0001:00094302  Address: 00495302  symbol£ºloc_495302
seg:offset: 0001:00094307  Address: 00495307  symbol£ºloc_495307
seg:offset: 0001:00094319  Address: 00495319  symbol£ºloc_495319
seg:offset: 0001:00094325  Address: 00495325  symbol£ºloc_495325
seg:offset: 0001:0009432B  Address: 0049532b  symbol£ºloc_49532B
seg:offset: 0001:00094331  Address: 00495331  symbol£ºloc_495331
seg:offset: 0001:00094336  Address: 00495336  symbol£ºloc_495336
seg:offset: 0001:0009433E  Address: 0049533e  symbol£ºloc_49533E
seg:offset: 0001:00094343  Address: 00495343  symbol£ºloc_495343
seg:offset: 0001:00094347  Address: 00495347  symbol£ºloc_495347
seg:offset: 0001:0009436B  Address: 0049536b  symbol£ºloc_49536B
seg:offset: 0001:00094380  Address: 00495380  symbol£ºloc_495380
seg:offset: 0001:00094389  Address: 00495389  symbol£ºloc_495389
seg:offset: 0001:000943A1  Address: 004953a1  symbol£ºloc_4953A1
seg:offset: 0001:000943B6  Address: 004953b6  symbol£ºloc_4953B6
seg:offset: 0001:000943C2  Address: 004953c2  symbol£ºloc_4953C2
seg:offset: 0001:00094421  Address: 00495421  symbol£ºloc_495421
seg:offset: 0001:0009443F  Address: 0049543f  symbol£ºloc_49543F
seg:offset: 0001:00094447  Address: 00495447  symbol£ºloc_495447
seg:offset: 0001:0009444C  Address: 0049544c  symbol£ºloc_49544C
seg:offset: 0001:000944C4  Address: 004954c4  symbol£ºloc_4954C4
seg:offset: 0001:000944DD  Address: 004954dd  symbol£ºloc_4954DD
seg:offset: 0001:000944E2  Address: 004954e2  symbol£ºloc_4954E2
seg:offset: 0001:000944E4  Address: 004954e4  symbol£ºloc_4954E4
seg:offset: 0001:0009451C  Address: 0049551c  symbol£ºloc_49551C
seg:offset: 0001:0009451F  Address: 0049551f  symbol£ºloc_49551F
seg:offset: 0001:00094528  Address: 00495528  symbol£ºloc_495528
seg:offset: 0001:0009452B  Address: 0049552b  symbol£ºloc_49552B
seg:offset: 0001:00094534  Address: 00495534  symbol£ºloc_495534
seg:offset: 0001:00094548  Address: 00495548  symbol£º___acrt_CompareStringA
seg:offset: 0001:0009458C  Address: 0049558c  symbol£ºloc_49558C
seg:offset: 0001:00094590  Address: 00495590  symbol£º__dcrt_lowio_initialize_console_output(void)
seg:offset: 0001:000945AF  Address: 004955af  symbol£ºunknown_libname_45
seg:offset: 0001:000945C5  Address: 004955c5  symbol£ºlocret_4955C5
seg:offset: 0001:000945C6  Address: 004955c6  symbol£ºsub_4955C6
seg:offset: 0001:000945E0  Address: 004955e0  symbol£º__CIlog10_pentium4
seg:offset: 0001:000945F8  Address: 004955f8  symbol£º__log10_pentium4
seg:offset: 0001:000945FE  Address: 004955fe  symbol£ºstart_1
seg:offset: 0001:00094603  Address: 00495603  symbol£ºDENORMAL_RETRY
seg:offset: 0001:00094756  Address: 00495756  symbol£ºSPECIAL_CASES
seg:offset: 0001:000947AD  Address: 004957ad  symbol£ºINPUT_INF
seg:offset: 0001:000947B4  Address: 004957b4  symbol£ºINPUT_NaN
seg:offset: 0001:000947BB  Address: 004957bb  symbol£ºINPUT_ZERO
seg:offset: 0001:000947D6  Address: 004957d6  symbol£ºINPUT_DENORM
seg:offset: 0001:000947EC  Address: 004957ec  symbol£ºINPUT_NEGATIVE
seg:offset: 0001:000947FD  Address: 004957fd  symbol£ºNEG_NORMAL_INFINITY
seg:offset: 0001:0009480A  Address: 0049580a  symbol£ºCALL_LIBM_ERROR
seg:offset: 0001:00094837  Address: 00495837  symbol£ºNEG_INF_NAN
seg:offset: 0001:00094870  Address: 00495870  symbol£ºfFYTOX
seg:offset: 0001:0009487D  Address: 0049587d  symbol£ºfFXTOY
seg:offset: 0001:00094881  Address: 00495881  symbol£º__fFEXP
seg:offset: 0001:0009488E  Address: 0049588e  symbol£ºfF2X
seg:offset: 0001:000948A4  Address: 004958a4  symbol£ºExpNoInvert
seg:offset: 0001:000948AB  Address: 004958ab  symbol£ºExpScaled
seg:offset: 0001:000948B1  Address: 004958b1  symbol£ºexpret
seg:offset: 0001:000948B6  Address: 004958b6  symbol£ºnegYTOX
seg:offset: 0001:000948C8  Address: 004958c8  symbol£ºevenexp
seg:offset: 0001:000948CE  Address: 004958ce  symbol£º_rtfor0to0
seg:offset: 0001:000948D3  Address: 004958d3  symbol£ºnegYTOXerror
seg:offset: 0001:000948D8  Address: 004958d8  symbol£º__rtinfpopse
